External Sample ID,ONT Sample ID,Illumina Sample ID,ONT Sample Filename,Illumina Sample Filename,Assembly ID,Genome ID,Genome Tax ID,Assembly Status,Created At,Job,Assembly FASTA URI,Assembly GFA URI,Filtered N50,GC Content,Total Length,Circular Contigs,Total Contigs,Represented Segments,Expected Segments,Completeness,Contamination,Mean Illumina Depth,Mean ONT Depth,Median ONT Read Length,N50 ONT Read Length,ONT Read Median Quality,Total ONT Reads,Median Illumina Read Length,Total Illumina reads,Total Illumina bases,Ambiguous Illumina bases,Illumina Q-scores < 25,Illumina Read Median Quality,Fully Circularized,Assembly Level,Passed QC
NUC001196,8dd4abe482b24771,7adc982def3240aa,ONG2_2019FF05_BAA-3061DX.fastq.gz,ILM3_2020AH06_BAA-3061.fastq.gz,84598b12d8ba441f,f105dea3180641e9,573,published,2020-02-27 20:09:29.126596+00:00,Unicycler Hybrid (Fixed Racon),https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_6e50d46aed9c4672/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=TJ97Z6Huz1g6X4WzNUoenXatm1A%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_6e50d46aed9c4672/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=Qjg0cFdrwKdr89lxsr8hrwT71ig%3D,5282723.0,0.5714735296050981,5659228.0,5.0,5.0,,,99.10714285714286,0.019841269841269844,303.66937369747814,,4637.0,12700.0,24.0,141123.0,250.0,7675938.0,1918984500.0,9245.0,0.0,38.0,True,Complete,True
NUC001289,4a4cbbee1a1b4298,4a18009490614b73,ONG2_2020AP05_49594.fastq.gz,ILM3_2020AF10_49594.fastq.gz,47d37990fcfb4b41,f08895075ebc4608,1639,published,2020-02-27 20:08:38.358026+00:00,Unicycler Hybrid (Fixed Racon),https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_7f7b7824a6a8403e/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=1j3hz7w9j%2FkevsnohXRo6nSAs98%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_7f7b7824a6a8403e/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=TKNQMo5JJU4Vib5H2e%2BwedJZl%2Fo%3D,3030822.0,0.37934362361102036,3030822.0,1.0,1.0,,,99.4535519125683,0.0,437.48882514380585,,6076.0,10336.0,24.0,448543.0,236.0,6220265.0,1467982540.0,3107.0,0.0,38.0,True,Complete,True
NUC000645,59b8a2ffb3974f3c,f0435eca3c4a4f0f,ONG2_2019BE03_700669D-5.fastq.gz,ILM3_2019BD08_700669D-5.fastq.gz,cbf9a6722f8a496f,47fe4ea6451248b5,1313,published,2020-02-27 20:09:35.238778+00:00,Unicycler Hybrid (Fixed Racon),https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_a1a604dd28904ce9/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=FaK%2BZI0LmflQa6%2FB0fMY9O59GvE%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_a1a604dd28904ce9/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=906v7IAuO8SqfiUAF1iJvSVfUu8%3D,2225168.0,0.39517825170953386,2225168.0,1.0,1.0,,,99.41899070385125,0.24900398406374502,468.24823294241156,,2826.0,5304.0,16.0,23193.0,238.0,4831857.0,1149981966.0,5708.0,0.0,38.0,True,Complete,True
NUC000721,756d59cbd7f84cdd,8b62c2012eeb4270,ONG2_2019CU05_33406D-5.fastq.gz,ILM3_2019BK07_33406D-5.fastq.gz,c193752701744baf,dfab33d07a8e4fd6,985,published,2020-02-27 20:09:33.944518+00:00,Unicycler Hybrid (Fixed Racon),https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_2daed3788502469d/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=Ec4eUHqNztduTbBUIyw0OU1DzTs%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_2daed3788502469d/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=OPLwzXys5djlx%2FLG2%2F4%2F2C8yKZg%3D,4433249.0,0.3884618256272093,4433249.0,1.0,1.0,,,100.0,0.0,309.64377750945187,,5254.0,25146.0,21.0,47921.0,241.0,6248430.0,1505871630.0,3359.0,0.0,38.0,True,Complete,True
NUC000540,15d9494fe4fc4d9a,9fe6e0b69cbe46d0,ONG2_2019AH03_9797D-5.fastq.gz,ILM3_2019AI09_9797D-5.fastq.gz,b4fcf99354014db1,ca8874cc78554a37,520,published,2020-02-27 20:09:35.590721+00:00,Unicycler Hybrid (Fixed Racon),https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_48c2c3bcdf9442b7/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=KkakSKdjUIHHV9PtUsbrhACuZqo%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_48c2c3bcdf9442b7/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=MOwRf8QxhowtKh%2BdAQgpAnVEgQs%3D,4045794.0,0.6768392063461461,4045794.0,1.0,1.0,,,100.0,0.0,243.94558610258386,,7409.0,31061.0,15.0,11279.0,212.0,5482460.0,1162281520.0,1555.0,0.0,38.0,True,Complete,True
NUC001254,3ec0984033fa4248,09dbab822e2e4634,ONG2_2020AI03_BAA-3079.fastq.gz,ILM3_2020AH03_BAA-3079.fastq.gz,0db805c2c3a040d4,37f1e378f0d049a6,573,published,2020-02-27 20:09:29.998577+00:00,Unicycler Hybrid (Fixed Racon),https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_8f2aadf6d94b42e0/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=TphxDIrDF51uFhRqaoEXa8xRXZM%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_8f2aadf6d94b42e0/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=HWYB%2FiDNgwgYc3klSDXpOBc8bGQ%3D,5298473.0,0.5662326497686355,5944085.0,7.0,7.0,,,100.0,1.4087301587301586,328.4057482354307,,7635.0,23020.0,24.0,144118.0,250.0,8605598.0,2151399500.0,10534.0,0.0,38.0,True,Complete,True
NUC000615,5e24db7b7df7440b,5b3515d57b8e4799,ONG2_2019AR04_27088D-5.fastq.gz,ILM2_2019AB05_27088D-5.fastq.gz,11f7dcd7df5243a9,b961ae87d0d742cc,715,published,2020-02-27 20:09:33.314673+00:00,Unicycler Hybrid (Fixed Racon),https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_81a6365ab0a845cb/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=p3EKjHFFN9wsWoyuI95UT%2FdvK0A%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_81a6365ab0a845cb/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=le9nINteobbtPMNCiMfBl6yTaB8%3D,2317905.0,0.41237496791283507,2317905.0,1.0,1.0,,,99.88636363636364,0.0,361.7475064767538,,10184.5,21060.0,16.0,36976.0,217.0,4309646.0,935193182.0,80954.0,0.0,38.0,True,Complete,True
NUC000535,025c1dc927e8437b,223feb45b6034b0c,ONG2_2019AI04_17699D-5.fastq.gz,ILM3_2019AI06_17699D-5.fastq.gz,db7a92903ce3471b,a7162306d3f14eb3,106590,published,2020-02-27 20:09:32.611967+00:00,Unicycler Hybrid (Fixed Racon),https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_f5e0fb9a8510474e/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=EVQFzD4DuGpC9fKwTqtdQJhvuWI%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_f5e0fb9a8510474e/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=2cJ4aeoRUxAqLUaE2d12XRP%2BG6M%3D,4049876.0,0.6633721736951805,7415911.0,3.0,3.0,,,99.94266055045871,0.0,143.63205764867354,,4433.5,25237.0,15.0,31060.0,216.0,5682550.0,1227430800.0,1765.0,0.0,38.0,True,Complete,True
NUC001278,16a28e5bd7c74981,7d43ac9d2aa943aa,ONG2_2020AO01_BAA-3062.fastq.gz,ILM3_2020AG06_BAA-3062.fastq.gz,f657d86f78c24d4a,683af57070414e72,573,published,2020-02-27 20:09:29.391244+00:00,Unicycler Hybrid (Fixed Racon),https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_4ddc2ebcff41435a/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=Fsil7bxrn9umHYrs%2BTS7NTzFDvY%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_4ddc2ebcff41435a/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=%2FwWJq92W9FImiEEMXN8rYsSESuE%3D,5408715.0,0.5698683751596387,5633815.0,6.0,6.0,,,100.0,0.33482142857142855,197.3418221933095,,4718.0,19879.0,24.0,187313.0,241.0,5086950.0,1225954950.0,2290.0,0.0,38.0,True,Complete,True
NUC001635,e61325ccb2eb4782,8402f7ddf91b4e0e,ONG3_2020AX01_BAA-3124.fastq.gz,ILM3_2020BO02_BAA-3124.fastq.gz,b3933e18502546a2,d96ac7826d11475a,1313,published,2020-07-14 18:12:10.811519+00:00,Unicycler Hybrid (Fixed Racon),https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_3148dff8c9a24235/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=YXkXOwY9XtibMLNMPtioCA55MbM%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_3148dff8c9a24235/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=YxkK3i1NAMXelHc8BPrnSjn5qO0%3D,2124242.0,0.3977555287956834,2124242.0,1.0,1.0,,,99.36207550749383,0.199203187250996,483.0580152254895,,3027.0,5575.0,24.0,562675.0,247.0,4585394.0,1132592318.0,3255.0,0.0,38.0,True,Complete,True
NUC000547,6f3574f863d84524,c283dc09736e47f2,ONM2_2019AD05_43300D-5.fastq.gz,ILM3_2019AJ10_43300D-5.fastq.gz,7e24d142adc2427d,79691302ed634fef,1280,published,2020-02-27 20:09:34.558072+00:00,Unicycler Hybrid (Fixed Racon),https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_1ea0bbbdebbe4254/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=HFWYRPG7jT8YUmgWtFD72Zrz73Q%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_1ea0bbbdebbe4254/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=%2F34%2FN2Z4v%2F7ol%2Bb4%2BV%2BjmHVLXeA%3D,2891242.0,0.3273059905563372,2946738.0,2.0,2.0,,,99.50842696629213,0.22070626003210272,365.2064072204587,,4760.5,14772.0,14.0,3468.0,261.0,4610051.0,1203223311.0,3895.0,0.0,38.0,True,Complete,True
NUC000970,9f09d903e1a34807,f5bde67591b44261,ONG2_2019EX04_BAA-1158D-5.fastq.gz,ILM3_2020AI01_BAA-1158D-5.fastq.gz,3d04fac5c87a446a,4a191b8d4bcb4073,280,published,2020-02-27 20:09:37.860704+00:00,Unicycler Hybrid (Fixed Racon),https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_d774c7e92408411f/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=8HESgUWElN1jhaOChGCWJX%2BvixM%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_d774c7e92408411f/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=ylrvD3a7mXtIBf4NJyfwuJOVuwU%3D,5308923.0,0.6734517481154955,5625086.0,2.0,2.0,,,100.0,0.31645569620253167,405.220722464047,,12318.0,35081.0,23.0,17894.0,229.0,11295510.0,2586671790.0,1387.0,0.0,38.0,True,Complete,True
NUC001041,ca08dcb4ae1a4664,5e824a8d97c9446c,ONG2_2020AO04_BAA-1575D-5.fastq.gz,ILM3_2019CM05_BAA-1575D-5.fastq.gz,fe197652a39848c7,855bdab5949c4ba0,59201,published,2020-02-27 20:09:38.087431+00:00,Unicycler Hybrid (Fixed Racon),https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_de2b438e984c4d61/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=UuHEn77VrD1BKukcAhYPrzrt5vg%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_de2b438e984c4d61/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=CVtPlj%2FGTlvn2MbBcet05CWhjpk%3D,4787743.0,0.5214091483189469,4787743.0,1.0,1.0,,,100.0,0.03676470588235294,191.6796647467062,,1981.0,2750.0,24.0,1436554.0,202.0,5001697.0,1010342794.0,2643.0,0.0,38.0,True,Complete,True
NUC000673,20cf9002a888466b,3fe3e651f29c4fed,ONG2_2019DP02_BAA-2794DX.fastq.gz,ILM3_2020AH01_BAA-2794DX.fastq.gz,f004fd8b33544467,3432d0f1303740a8,287,published,2020-02-27 20:09:38.320916+00:00,Unicycler Hybrid (Fixed Racon),https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_53ca66bff3214756/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=Itf3d5gb5WrXvkG3N9fs2txr5b8%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_53ca66bff3214756/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=KNDaWP1yt7iqusmm5jBlj4cOl3c%3D,6967606.0,0.6591531480359919,7014024.0,2.0,2.0,,,99.67532467532467,0.43290043290043284,236.1390906870681,,9395.0,35450.0,23.0,136835.0,236.0,7874182.0,1858306952.0,7214.0,0.0,38.0,True,Complete,True
NUC001296,a0a1f51772f242c3,8451a03500b84867,ONG2_2020AQ01_BAA-2900.fastq.gz,ILM3_2020AJ05_BAA-2900.fastq.gz,c2c3e4b5a6cc4e52,5b99d05391ea4038,470,published,2020-02-29 00:58:11.888383+00:00,Unicycler Hybrid (Fixed Racon),https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_0bc707ac0d064d69/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=GGDC25BM%2FHcPnDeMeD4hTOZocpg%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_0bc707ac0d064d69/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=E4O6PEkPLLrx9gj4%2FLoGpNaj7FI%3D,3926015.0,0.3906851564319734,4009858.0,3.0,3.0,,,100.0,0.0,352.5074022571373,,4879.0,22569.0,25.0,266746.0,265.0,5982836.0,1585451540.0,2585.0,0.0,38.0,True,Complete,True
NUC001294,938d170794ee4b4e,43cb7c15637d4793,ONG2_2020AP03_BAA-2898.fastq.gz,ILM3_2020AJ03_BAA-2898.fastq.gz,9a13428eec8f44cd,4fba3aa30dbf488c,470,published,2020-02-29 00:57:34.551773+00:00,Unicycler Hybrid (Fixed Racon),https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_9281886142894d1e/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=TZGml8z3t46aL5eokvr1zhw8fak%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_9281886142894d1e/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=2SKSU8rWAqMaDexb7rUoeB1tbFo%3D,3948803.0,0.3912305194874071,4242509.0,5.0,5.0,,,99.98125234345707,0.6092988376452944,304.0279556272008,,6133.5,24694.0,24.0,149866.0,259.0,5548337.0,1437019283.0,2415.0,0.0,38.0,True,Complete,True
NUC001299,58e924381a4c4865,3f76a4f8b9844e65,ONG2_2020AQ04_BAA-3087.fastq.gz,ILM3_2020AJ08_BAA-3087.fastq.gz,4b18e49b62eb4a67,6c074b6fc9d547c0,1885,published,2020-02-29 00:58:12.242212+00:00,Unicycler Hybrid (Fixed Racon),https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_0cadbb9dd5694683/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=EDgrKtVLR37r2V0VZcmeRt5lMak%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_0cadbb9dd5694683/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=N52wL5zcJlRUPpcFHPNL%2FsD6mYk%3D,3982140.0,0.3894580308453236,4110769.0,2.0,2.0,,,100.0,0.0,409.1259603738376,,2733.0,9163.0,25.0,1026756.0,253.0,7398442.0,1871805826.0,3435.0,0.0,38.0,True,Complete,True
NUC001302,405dd5558493487a,4f2c42bb31e64aa4,ONG2_2020AR01_BAA-3038.fastq.gz,ILM3_2020AL01_BAA-3038.fastq.gz,b9e1826fe32a4e27,67f3a5f5558b4da1,546,published,2020-03-18 20:07:38.346243+00:00,Unicycler Hybrid (Fixed Racon),https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_624723c193b44de9/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=irykWuoDkkwbQ12wKnYjGRFKCkI%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_624723c193b44de9/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=a0kZsoxFxqND9XcR6hmqC4dXiUs%3D,5113390.0,0.5154203141449643,5591877.0,5.0,5.0,,,100.0,0.15412414965986393,187.9570357144837,,3254.0,12344.0,25.0,101155.0,240.0,4862308.0,1166953920.0,12949.0,0.0,38.0,True,Complete,True
NUC001311,6606cb62bb9d45af,f975bdc4938e4e62,ONG2_2020AU04_BAA-2885.fastq.gz,ILM3_2020AL10_BAA-2885.fastq.gz,2db8496d3d8c4d2d,fa90570cc7624959,470,published,2020-03-18 20:07:03.271181+00:00,Unicycler Hybrid (Fixed Racon),https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_9f3b029453ed44e4/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=%2Fm0%2FNl5sPTQLiucmIDkegMBKHJs%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_9f3b029453ed44e4/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=miPoC7mMsDxGyuYllcW9d8jtAx0%3D,3919067.0,0.3900783593682101,4004116.0,3.0,3.0,,,100.0,0.0,200.48509583638437,,3941.0,17659.0,25.0,171411.0,267.0,3334842.0,890402814.0,10015.0,0.0,38.0,True,Complete,True
NUC001610,774b8b3c7878460c,6e9c7039d7974171,ONG3_2020AU01_BAA-3128.fastq.gz,ILM3_2020BK02_BAA-3128.fastq.gz,f1b2bac57b06465d,878ac1c6b44f4608,1313,published,2020-07-14 18:12:11.414092+00:00,Unicycler Hybrid (Fixed Racon),https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_58f65f079da149b6/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=TdnEPSrO8fAZIMkx%2FF1Pe4pyjQ4%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_58f65f079da149b6/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=HMi54ahpbo8h0TdzfcXcItlea5E%3D,2093748.0,0.3983922611508166,2093748.0,1.0,1.0,,,99.41899070385125,0.199203187250996,566.0120348019132,,2396.0,6357.0,24.0,396746.0,248.0,5277075.0,1308714600.0,9641.0,0.0,38.0,True,Complete,True
NUC001316,06ca91c298c846a6,8642e281de1a4cba,ONG2_2020AU04_BAA-3086.fastq.gz,ILM3_2020AL09_BAA-3086.fastq.gz,e8683b63e9bf4cee,cb7b4e0c38f1490c,1885,published,2020-03-18 20:07:39.295607+00:00,Unicycler Hybrid (Fixed Racon),https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_ceb65af82fc247d3/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=pWskLACgGZMXB5q%2B6XfvUSXJSBc%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_ceb65af82fc247d3/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=rXxJwjfK%2FeAzZk3MEZ%2Fph6MnEw4%3D,4178591.0,0.3913481667450433,4218944.0,2.0,2.0,,,100.0,0.0,262.18397139189335,,3104.0,11281.0,25.0,461404.0,231.0,5107262.0,1179777522.0,13908.0,0.0,38.0,True,Complete,True
NUC001306,5dd983816f5741c5,7da9a0b119084a63,ONG2_2020AS02_BAA-3106.fastq.gz,ILM3_2020AL06_BAA-3106.fastq.gz,0929e0823c014a9d,edeb212049e542a9,287,published,2020-03-18 20:07:39.815053+00:00,Unicycler Hybrid (Fixed Racon),https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_687e1409243a4abd/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=YeMuXUFgr3Z3YZ8ZvdEVEU14Kes%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_687e1409243a4abd/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=rsUQBNIBbNda9xHWKfhIdyEjIJ4%3D,7108876.0,0.6574338939479074,7159821.0,2.0,2.0,,,99.67532467532467,0.19185360094451,126.74965170218641,,4057.0,22309.0,22.0,63806.0,224.0,4631197.0,1037388128.0,10791.0,0.0,38.0,True,Complete,True
NUC001335,b8e854b00d0f4efc,3dd6b813431e4679,ONG2_2020AZ02_BAA-2887.fastq.gz,ILM3_2020AO02_BAA-2887.fastq.gz,35dc7e7cf0d94f7a,bc5ccde03316404d,470,published,2020-03-24 22:57:23.991324+00:00,Unicycler Hybrid (Fixed Racon),https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_88b171e2f3184016/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=5d5OeHwdT4%2BQIOYKQd0HXBYmGSM%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_88b171e2f3184016/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=1L3ZbOuqPAqdb5pyzciTWtZg2ZI%3D,3650482.0,0.38964176639603865,3660991.0,3.0,3.0,,,100.0,0.2511415525114155,290.7469398313189,,7793.0,36563.0,24.0,52336.0,260.0,4583953.0,1191827780.0,7395.0,0.0,38.0,True,Complete,True
NUC001304,c131ec6481e84d8f,cfbb092e072f428a,ONG2_2020AR04_BAA-3088.fastq.gz,ILM3_2020AL05_BAA-3088.fastq.gz,ef725ca46f804e2d,6b156a3cc8e94b8f,1885,published,2020-03-18 20:07:39.464095+00:00,Unicycler Hybrid (Fixed Racon),https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_8397bf041da147b7/assembly.fasta.gz?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=A4WHoaPXpuKY7E4EFOP0BvrVZoQ%3D,https://s3.amazonaws.com/refgenomics-userdata-production-encrypted/user_ec1a0cd263164994/assembly_run_8397bf041da147b7/assembly.gfa?AWSAccessKeyId=AKIA6GPUEB7CLCIK2XEI&Expires=1623991176&Signature=%2FkFlgwfcxNzF7ksdtbDZ9SHS%2F3Y%3D,4042231.0,0.3881015211649211,4042231.0,1.0,1.0,,,100.0,0.0,196.04505001956846,,1789.0,5134.0,25.0,499252.0,251.0,3441369.0,863783619.0,9965.0,0.0,38.0,True,Complete,True
