Assembly ID	Base Catalog Number	Assembly Status	Assembly Publication Status	Assembly Rank	Error Message	Filtered N50	GC Content	Total Length	Circular Contigs	Total Contigs	Contamination	Mean Illumina Depth	Mean ONT Depth	Median ONT Read Length	N50 ONT Read Length	ONT Read Median Quality	Total ONT Reads	Total Illumina reads	Ambiguous Illumina bases	Fully Circularized	Assembly Level	Product Catalog Number	Product Collection
c172a0542e524a7c	43044	published	gold	2		2350381	0.641400692058011	2350381	1	1	0	371.697455215676		17406	29535	22	129193	8517495	95752	true	Complete	43044	ATCC Bacteriology
c155aa31941043b0	33484	published	gold	1		4036439	0.371713627970552	4170100	2	2	0.190839694656489	715.260170979113		4555.5	14447	27	89010	21325078	167316	true	Complete	33484	ATCC Bacteriology
c1500221753a4cc8	700296	published	gold	1		2422108	0.322183403877944	2422108	1	1	0	336.472413286278		7313	16379	28	631033	3842066	3628	true	Complete	700296	ATCC Bacteriology
c14caffdfee74786	BAA-1024	published	gold	1		2258172	0.396296184163045	2444182	2	2	1.16751576904415	479.294215815352		9107.5	25193	21	55478	10939916	132630	true	Complete	BAA-1024	ATCC Bacteriology
c110d35936844368	700425	published	beta	1		3780402	0.397919037102063	3877628	4	6	0	272.183990010068		3655	11860	26	174609	10110855	125213	false	Chromosome	700425	ATCC Bacteriology
c0f458f8ab4746f1	BAA-1250	published	gold	1		4817632	0.521235744033583	4817632	1	1	0.363270308123249	282.379486644061		8399	23288	23	192828	7484755	6490	true	Complete	BAA-1250D-5	ATCC Bacteriology
c0c707d9c01f49bf	29256	published	gold	1		2864417	0.509101852139545	2864417	1	1	0.0564334085778781	984.269606345724		8189	20036	24	64723	20083845	478140	true	Complete	29256	ATCC Bacteriology
c07981bb4ef845b4	25258	published	processing	2		1668444	0.345595057430756	1668444	1	1	0	695.49955077501	251.863653799588	4558	9443	16	67246	4503597	10803	true	Complete	25258D-5	ATCC Bacteriology
c07936c635f544da	BAA-1260	published	beta	1		2656118	0.590718147174382	2708232	0	2	0	366.574514949664		4696	10837	24	20679	5190336	4019	false	Chromosome	BAA-1260D-5	ATCC Bacteriology
c06ad9b9bf514c83	BAA-1674	published	beta	1		4651702	0.523275885437756	4684999	0	4	0.0551470588235294	152.128540701215		2044	2978	24	526176	3969652	7539	false	Chromosome	BAA-1674D-5	ATCC Bacteriology
c01a2df67f4344f0	29707	published	beta	1		1155927	0.672310952912187	8077313	5	7	3.07017543859649	252.554212638696		10514	27159	23	105155	14618972	601002	false	Chromosome	29707	ATCC Bacteriology
c000eec648ec45b2	BAA-1576	published	beta	1		4726273	0.516347991914134	4806030	1	6	0.037202380952381	255.768195066695		2172	3008	24	909992	5802038	6556	false	Chromosome	BAA-1576D-5	ATCC Bacteriology
bf80918f72d44d17	9643	published	processing	1		4752763	0.472963785595191	38444343	0	9		183.496375040778		9586	34555	24	149637	50978742	8761	false	Scaffold	9643D-2	ATCC Mycology
bf63e0a6969247a2	53423	published	beta	1		2199595	0.522966077871175	2226806	3	4	1.35699373695198	266.606726558982		18940	35650	24	49749	2831528	0	false	Chromosome	53423D-5	ATCC Bacteriology
be7d445fe94443e6	BAA-769	published	beta	1		3818527	0.507785506152846	4769537	1	11	0.037202380952381	207.081690486943		15859	38088	25	51663	4899958	6652	false	Chromosome	BAA-769	ATCC Bacteriology
be6065c8812b474d	BAA-199	published	gold	1		4697496	0.509368565326364	5008024	4	4	0.037202380952381	754.598205278733		6542	21183	26	152321	26753011	640954	true	Complete	BAA-199	ATCC Bacteriology
be2b8e1b9cee44dc	25922	published	beta	2		5132161	0.503902319345254	5225961	4	9	0.122236394557823	140.913834273279		7793	29161	16	495037	3150467	2577	false	Chromosome	25922DX	ATCC Bacteriology
be23961df8674267	14880	published	beta	1		3734148	0.28641230093377	4048438	1	5	0	209.107029427152		7509	19555	26	40183	4236134	0	false	Chromosome	14880D-5	ATCC Bacteriology
be07eb33f86e44bd	43703	published	gold	1		3434249	0.383045317913756	3434249	1	1	0.190839694656489	271.353202694388		6961	29696	25	92791	4209855	11169	true	Complete	43703	ATCC Bacteriology
bdf97ecad16a4f48	VR-24	published	processing	3		15867	0.469590974979517	15867	0	1		21.0005698005698						148509	0	false	None	VR-24D	ATCC Virology
bdd0650d2fd54e58	VR-1762	published	processing	2		7798	0.48884329315209	7798	0	1		1048.77585983128						389703	0	false	None	VR-1762	ATCC Virology
bdb22a6f542640d9	BAA-3127	published	gold	1		2092235	0.398360126849995	2092235	1	1	0.199203187250996	526.755205485476		3111	6953	24	439492	4953604	9282	true	Complete	BAA-3127	ATCC Bacteriology
bd50289940dc4220	19111	published	beta	1		1500643	0.37883371598066	2879613	0	12	0.274725274725275	440.175649644588		6311	11584	24	709562	5544874	15892	false	Chromosome	19111DX	ATCC Bacteriology
bcfb56e01d94475d	BAA-3077	published	beta	1		5473533	0.566906068194306	5722034	5	8	0.483630952380952	170.292895362357		9630	31750	23	73732	4530431	5782	false	Chromosome	BAA-3077	ATCC Bacteriology
bcf2d80892b9434e	11635	published	beta	1		8210743	0.711457903383409	8210743	0	1	1.94575781455214	212.151250635258		4674	18628	15	81697	7905912	14056	false	Chromosome	11635D-5	ATCC Bacteriology
bce9a8bf3128415e	43254	published	gold	1		3283063	0.449360551411898	3283063	1	1	1.87125748502994	737.910902096997		4099	14037	26	295243	17590417	1527182	true	Complete	43254	ATCC Bacteriology
bce7391f6ab547b7	13631	published	processing	1		5317363	0.510218896296393	34932295	0	8		249.620804823754		5372	10864	24	258633	60771647	99316	false	Scaffold	13631D-2	ATCC Mycology
bc89e7aa89cf4ccb	700789	published	gold	1		2869583	0.328590365396897	2896850	2	2	0.0802568218298555	1132.59559072786		6941	18985	26	234416	23215437	2259075	true	Complete	700789	ATCC Bacteriology
bc3e60e1799641d9	33913	published	gold	1		5075445	0.65070708085695	5075445	1	1	0	128.4500807566		19599	32099	22	7735	3743742	8872	true	Complete	33913D-5	ATCC Bacteriology
bbdd1536ec1248f1	700964	published	beta	1		2438592	0.517767963587351	2440910	1	2	0	569.701384441071		5026	15850	24	10576	7293482	6489	false	Chromosome	700964D-5	ATCC Bacteriology
bb79fab07ed24e44	35020	published	beta	1		2241163	0.400599251390331	2311040	2	12	0	920.479429356787		4827	12909	25	68548	15449345	369791	false	Chromosome	35020	ATCC Bacteriology
bb60be57159148d8	VR-846	published	processing	2		35727	0.552271391384667	35727	0	1		638.053880818429						278306	0	false	None	VR-846D	ATCC Virology
bb4f27cfb4c54bd6	VR-30	published	processing	3		7420	0.474123989218329	7420	0	1		1054.07781995662						133217	11055	false	None	VR-30	ATCC Virology
bb1850feb6c14202	35640	published	gold	1		4547607	0.523211878247175	4547607	1	1	0.0367647058823529	162.741424665764		5297	8769	24	815716	4115630	15635	true	Complete	35640DX	ATCC Bacteriology
bb1118de632c4af5	BAA-3091	published	gold	1		7008174	0.660341766628511	7008174	1	1	0.133200133200133	134.614649978725		3502	10767	23	721657	4800288	7862	true	Complete	BAA-3091	ATCC Bacteriology
baf9f62e33614fd9	VR-52	published	processing	2		7306	0.384341637010676	7306	0	1		209.898446170921						276324	0	false	None	VR-52	ATCC Virology
ba79e89535524ff3	11437	published	gold	1		4067871	0.28102292329329	4067871	1	1	1.37931034482759	259.353535547219		8192	16310	25	292306	4497289	9117	true	Complete	11437D-5	ATCC Bacteriology
ba59a4fa1b1041fc	43897	published	gold	1		5678487	0.522083611356335	5678487	1	1	1.34408602150538	421.139476313768		8312	21321	25	72296	18171770	122399	true	Complete	43897	ATCC Bacteriology
ba2fabac563e4f9a	BAA-1762	published	gold	1		2834433	0.327594779778683	2861871	2	2	0.0802568218298555	1197.52808669573		3721	11034	28	389098	24313962	2323884	true	Complete	BAA-1762	ATCC Bacteriology
b9e1826fe32a4e27	BAA-3038	published	gold	1		5113390	0.515420314144964	5591877	5	5	0.154124149659864	187.957035714484		3254	12344	25	101155	4862308	12949	true	Complete	BAA-3038	ATCC Bacteriology
b8d309be8bb64193	19061	published	gold	1		4433100	0.442142709230216	4587650	2	2	0	289.242699857225		2056	5727	24	495412	6726110	16710	true	Complete	19061	ATCC Bacteriology
b8c2dc68a4c44695	13027	published	beta	1		5164291	0.507234604105032	5437546	7	10	0.120062229437229	324.774597436637		6647	27132	27	111681	12641898	687829	false	Chromosome	13027	ATCC Bacteriology
b8b5e0806ce44985	18224	published	processing	1		3781098	0.467559438327151	29378098	0	13		166.93669050608		4952	10319	24	445900	35059932	6020	false	Scaffold	18224D-2	ATCC Mycology
b87901ddf2364378	BAA-735	published	gold	1		2839312	0.470404802290132	2839312	1	1	0.168350168350168	301.186221873468		12193	41979	24	97635	4207709	6738	true	Complete	BAA-735D-5	ATCC Bacteriology
b854b6639c084018	9885	published	gold	1		5170643	0.376663992095032	6029626	10	10	0.694572499846333	201.140469691213		4455	8349	16	121332	5007486	0	true	Complete	9885	ATCC Bacteriology
b80615caf86b454c	33658	published	beta	2		4748022	0.583744993836601	4888985	5	6	0	450.720417256599		6055	8770	25	997036	16472241	347567	false	Chromosome	33658	ATCC Bacteriology
b7ea8f6005cd4849	700928	published	gold	2		5236651	0.504843458156749	5236651	1	1	0.617283950617284	160.098419963446	264.525100679805	10813	37229	14	74402	3746527	7042	true	Complete	700928D-5	ATCC Bacteriology
b7ce6800321f4fc3	BAA-871	published	beta	1		6232417	0.583391149320647	6538490	3	5	0.216450216450216	130.166742021028		3790	19765	16	194512	3942741	7072	false	Chromosome	BAA-871D-5	ATCC Bacteriology
b7ab032d837e4bfe	MYA-2950	published	processing	1		1007997	0.387843893234621	12486812	0	20		169.200653930321		7943	12671	24	575654	14920346	2321	false	Scaffold	MYA-2950D-5	ATCC Mycology
b794b1656bdf4024	700827	published	gold	1		6967744	0.515447180608243	6967744	1	1	0.297619047619048	125.731228160013		15345.5	28162	20	115574	4193186	1765	true	Complete	700827D-5	ATCC Bacteriology
b78a553f7644403a	33305	published	gold	1		3655148	0.403965584977681	3655148	1	1	0	844.094619424439		5529	16134	26	317622	22901203	473041	true	Complete	33305	ATCC Bacteriology
b77edd03db5d470f	14461	published	gold	1		5070263	0.527484408995708	5117374	5	5	0	156.39960964354		13810	38108	24	181535	3722401	5893	true	Complete	14461	ATCC Bacteriology
b77b332ab0b44c78	6463	published	beta	1		5040005	0.352933144246489	5961390	3	7	0.574712643678161	146.964299931239		2685	7484	14	47126	4027148	12190	false	Chromosome	6463	ATCC Bacteriology
b755626ec4034bb4	BAA-197	published	gold	1		4682591	0.506029561370613	4975818	2	2	0.079719387755102	505.186364131486		1906	3843	26	588761	17841184	425010	true	Complete	BAA-197	ATCC Bacteriology
b74042f4c3e745e4	43431	published	gold	1		1702187	0.303473120168348	1702187	1	1	0.114942528735632	552.172252790026		7791	20489	22	378945	4686006	7732	true	Complete	43431D-5	ATCC Bacteriology
b70a1a81a2744334	15144	published	gold	1		4624436	0.50779230159094	4624436	1	1	0.0373134328358209	485.275047811236		2936	7586	26	346121	16703162	110578	true	Complete	15144	ATCC Bacteriology
b6d2be7067e44d63	BAA-1091	published	beta	1		5019332	0.462374781577921	5210096	2	3	0	282.837681301842		8491	19177	25	549330	7109266	109498	false	Chromosome	BAA-1091D-5	ATCC Bacteriology
b696d0a2b2004dcd	29307	published	gold	1		3250791	0.469156560638166	5011860	2	2	0.0454132606721162	164.701913062216		11486	29140	24	337796	3937034	6016	true	Complete	29307	ATCC Bacteriology
b691a1d342664647	8503	published	gold	2		4812038	0.45058933449819	4812038	1	1	0.384615384615385	213.181690221924	172.608412069896	11288	39635	16	42455	4753298	8534	true	Complete	8503D-5	ATCC Bacteriology
b68e30800c254967	BAA-1505	published	gold	1		4605305	0.477052755936464	4706295	2	2	0	157.601421657412		8938	26908	24	162361	4275482	2942	true	Complete	BAA-1505D-5	ATCC Bacteriology
b67bf94a657b4db7	BAA-341	published	gold	1		2208022	0.39549696515705	2208022	1	1	0.298804780876494	804.752111618453		3465	11996	26	28703	12845293	1110745	true	Complete	BAA-341	ATCC Bacteriology
b658a6b1a05e43cd	BAA-1673	published	beta	1		3390073	0.522210180126418	5080332	2	10	0.167483660130719	404.557488571064		5275	14194	23	235057	9510294	1448	false	Chromosome	BAA-1673D-5	ATCC Bacteriology
b5f57040967a41ee	19417	published	gold	1		2450624	0.400484121595153	2450624	1	1	2.0530303030303	1263.99389216787		7062	22196	27	61181	22412564	1953705	true	Complete	19417	ATCC Bacteriology
b5d89eea686d4473	27329	published	beta	1		6077868	0.710410559635023	6883720	6	12	0.156739811912226	247.064004861151		18840	28584	21	161164	8115183	14200	false	Chromosome	27329D-5	ATCC Bacteriology
b5ca59618e8b44b6	BAA-2593	published	gold	1		2182893	0.395462571412391	2366186	2	2	0.332969432314411	835.856609328261		10448	17598	25	121917	14036736	830149	true	Complete	BAA-2593	ATCC Bacteriology
b54e1b24af6c4ff1	23631	published	gold	1		4627396	0.507525990393847	4726554	2	2	0.037202380952381	162.347572882908		16541	38225	25	88886	3819805	0	true	Complete	23631	ATCC Bacteriology
b4fcf99354014db1	9797	published	gold	1		4045794	0.676839206346146	4045794	1	1	0	243.945586102584		7409	31061	15	11279	5482460	1555	true	Complete	9797D-5	ATCC Bacteriology
b4f658dd4c7849cb	BAA-2343	published	beta	1		5378796	0.570448107646066	5754711	4	5	0.0198412698412698	502.131898386728		5427	13188	26	234530	20673288	2000489	false	Chromosome	BAA-2343	ATCC Bacteriology
b4ecabbe98634ba6	7061	published	gold	1		3859471	0.41732325492276	3859471	1	1	0.20746887966805	281.716364858513		7191	20766	14	2996	4467018	5026	true	Complete	7061	ATCC Bacteriology
b49bf2d23b8a4e2c	27957	published	gold	2		2143576	0.393904391540118	2143576	1	1	0	362.973808253125		10707	22915	24	275971	7318520	93636	true	Complete	27957	ATCC Bacteriology
b495df26b08a4f55	BAA-1883	published	beta	1		4822565	0.50388200012547	5768155	4	17	0.037202380952381	289.82598788595		3484	20541	26	123689	12113975	661305	false	Chromosome	BAA-1883	ATCC Bacteriology
b3de8e5a29424723	BAA-1710	published	processing	2		3942209	0.393546955120638	3960239	4	4	0.273972602739726	266.499159112144		15521	39012	16	18503	4909218	4246	true	Complete	BAA-1710D-5	ATCC Bacteriology
b3c1c92db7cf47d3	31461	published	gold	1		3795786	0.673266852104633	4172105	2	2	0.0853242320819113	938.457849215204		5504	16026	25	201977	29395883	615426	true	Complete	31461	ATCC Bacteriology
b3a8f4cdc7d245ab	49447	published	gold	1		2017619	0.354519857316966	2017619	1	1	0	1391.98199065334		4257	12708	28	655187	20007964	151011	true	Complete	49447	ATCC Bacteriology
b3933e18502546a2	BAA-3124	published	gold	1		2124242	0.397755528795683	2124242	1	1	0.199203187250996	483.058015225489		3027	5575	24	562675	4585394	3255	true	Complete	BAA-3124	ATCC Bacteriology
b349b352a99444a7	BAA-1232	published	beta	1		4043975	0.687695072025676	4607808	1	4	2.91277258566978	117.181854802303		6403	33004	23	132105	3225832	3989	false	Chromosome	BAA-1232D-5	ATCC Bacteriology
b3017d28f1aa4d1c	49145	published	gold	2		1716585	0.412635552565122	1716585	1	1	0	589.586552369967	274.033127983758	9684	24708	16	33015	4903196	7563	true	Complete	49145D-5	ATCC Bacteriology
b2f7f35f35654900	35638	published	gold	1		4576966	0.508041790129094	4576966	1	1	0.037202380952381	117.401439731036		11069	30773	23	133795	2855479	17596	true	Complete	35638D-5	ATCC Bacteriology
b2f4e0ff9df84ec8	BAA-1681	published	beta	1		2863612	0.328982901672659	2931638	1	13	0.113303748465678	766.383849233773		17488	29407	29	69032	16516077	1409653	false	Chromosome	BAA-1681	ATCC Bacteriology
b2f1b45abe454f64	BAA-1616	published	beta	1		4552214	0.476166753664586	4661638	2	6	0	142.299312538044		9183.5	20873	24	74174	3415239	3214	false	Chromosome	BAA-1616D-5	ATCC Bacteriology
b2d4f86f63a34a21	49419	published	beta	1		1051893	0.680236745712887	4708005	3	7	0.227272727272727	382.570638433002		4802	19135	25	134000	13086528	677628	false	Chromosome	49419	ATCC Bacteriology
b1c2268bea9d4900	VR-1927	published	processing	2		7246	0.389594258901463	7246	0	1		561.252112480953						794714	0	false	None	VR-1927	ATCC Animal Virology
b17ad9d5180d490e	12394	published	gold	1		2165782	0.395283551160735	2165782	1	1	0	645.57654463838		14636	27556	22	105291	6449690	727	true	Complete	12394	ATCC Bacteriology
b16d1b2a00024c08	700084	published	beta	1		5652033	0.674012366523276	6947810	1	3	0.37593984962406	179.829646432298		13829	25225	14	91493	6618319	83806	false	Chromosome	700084D-5	ATCC Bacteriology
b14e44ff055146be	35844	published	gold	1		2752812	0.327339825603783	2752812	1	1	0.398497413946852	800.892837215182		14049	23586	28	52616	15604288	1497604	true	Complete	35844	ATCC Bacteriology
b1426e16145f4e2d	4698	published	beta	1		2443843	0.731035614693092	2461456	1	3	0.91743119266055	311.873436365505		5572	21654	22	249212	4426499	8434	false	Chromosome	4698D-5	ATCC Bacteriology
b1253538cbcf4f41	29577	published	beta	1		3212941	0.573654980252517	3434615	0	4	0	296.4055557351		2991	6387	23	614833	5532082	7162	false	Chromosome	29577	ATCC Bacteriology
b0cff20b45cd45c9	BAA-3055	published	beta	1		4984068	0.507050788743577	5411702	8	10	0.491071428571429	145.694081785423		8155	35053	25	77003	3872185	3122	false	Chromosome	BAA-3055	ATCC Bacteriology
b083e60d02324578	BAA-3118	published	gold	1		2107176	0.397535374358858	2107176	1	1	0.199203187250996	398.302852749527		4279	9979	24	454236	4019549	0	true	Complete	BAA-3118	ATCC Bacteriology
b04241f6bfd14c6b	BAA-2808	published	beta	2		5512273	0.591597875769243	5639312	2	4	0.186011904761905	108.753918263216	481.231254982877	10814	40293	19	138065	3603776	2300	false	Chromosome	BAA-2808DX	ATCC Bacteriology
b01619467f514cfb	43504	published	gold	1		1680903	0.388262737350103	1680903	1	1	0	524.616373461169		4482	18379	19	229397	8660515	103681	true	Complete	43504D-5	ATCC Bacteriology
b0121ecab2564b28	15829	published	gold	1		3605986	0.696860719925147	3605986	1	1	0.252525252525252	195.089010818647		2256	9370	23	338136	4453635	10138	true	Complete	15829	ATCC Bacteriology
afc895fdddfa4aea	BAA-1798	published	beta	1		3914019	0.390593148858326	4018753	3	7	0	723.856763633993		5603	17581	26	144293	21931775	524867	false	Chromosome	BAA-1798	ATCC Bacteriology
afaca1cb90d54a94	53199	published	beta	1		2883048	0.668982453648902	4619308	0	3	2.75862068965517	388.163192940274		12528	35854	24	149629	13443506	285357	false	Chromosome	53199	ATCC Bacteriology
af9e8c122fd14ed2	246	published	gold	1		5337399	0.349444592211111	5872622	2	2	0	107.492672778871		3801	13622	14	86487	2980798	0	true	Complete	246	ATCC Bacteriology
af4537882551426c	19436	published	gold	1		1974138	0.365943009050026	1974138	1	1	0	355.802506714323		4187	7835	25	417116	3383111	28169	true	Complete	19436DX	ATCC Bacteriology
aedfbd520c5b4432	VR-1187	published	processing	4		7144	0.378919372900336	7144	0	1		2338.86161473088						1024377	14	false	None	VR-1187DQ	ATCC Animal Virology
aea6f61f54ae4969	VR-92	published	processing	3		15116	0.386014818735115	15116	0	1		193.770345375149						866395	0	false	None	VR-92D	ATCC Virology
ae926bee2abd4811	43049	published	beta	1		3132353	0.611181373655483	4275235	7	8	0	149.702942519507		12588	25842	24	103394	6520390	57356	false	Chromosome	43049D-5	ATCC Bacteriology
ae8186c192aa49de	BAA-1332	published	beta	1		882696	0.334106640777678	1745563	0	10	0	1414.09745795483		5048	12784	25	134869	17505912	716133	false	Chromosome	BAA-1332D-5	ATCC Bacteriology
ae61a1fe85af4bba	66027	published	processing	1		1458929	0.335808482743863	14766920	0	30		161.225416257529		6683	12332	26	550356	17168546	2499	false	Scaffold	66027D-5	ATCC Mycology
ae4c06eb8a35411c	BAA-2524	published	beta	2		5355834	0.569435043142434	5633085	5	6	0.593330280830281	174.181542795821		7263	28816	22	99399	4814196	6725	false	Chromosome	BAA-2524DX	ATCC Bacteriology
ae1e4863f0194eab	BAA-1737	published	gold	1		4833348	0.522190208526264	4833348	1	1	0.330882352941177	239.900383957456		7206	28050	24	76148	5310780	6040	true	Complete	BAA-1737D-5	ATCC Bacteriology
ae070ef6e3c240a8	13182	published	gold	1		5856480	0.551387181378576	5856480	1	1	0.070271164021164	181.522186706008		15505	39145	23	242942	5183045	7391	true	Complete	13182DX	ATCC Bacteriology
adb6d513b7374f84	700610	published	gold	2		2031444	0.368260212932279	2031444	1	1	0	330.059284922449	98.3022426411951	3941	6348	14	45801	2939778	2747	true	Complete	700610D-5	ATCC Bacteriology
ad9d2daa4f5e48aa	6905	published	gold	1		4865920	0.475041718729449	4865920	1	1	0	186.9261640136		4148	11781	25	618861	4830480	13729	true	Complete	6905D-5	ATCC Bacteriology
ad36f57dd29d43c6	8739	published	processing	4		4747260	0.508683324696772	4747260	1	1	0.0771604938271605	194.240505470524	217.262975695454	10074	27836	16	66317	4254936	2715	true	Complete	8739D-5	ATCC Bacteriology
ad36cc435b63484c	700077	published	gold	1		4149866	0.43719459857258	4149866	1	1	0	212.320138288803		2782	9588	25	227570	4602941	9213	true	Complete	700077D-5	ATCC Bacteriology
ad10e963101342a1	BAA-3046	published	gold	1		4797205	0.551916509740065	5086773	6	6	0.652281746031746	223.565294369079		13659	35998	25	166059	5810754	8675	true	Complete	BAA-3046	ATCC Bacteriology
acfb4721283d4bf9	25592	published	beta	1		5209108	0.670355026689315	5334379	1	7	0.0603864734299517	123.057940346729		10020	29210	21	250543	3642159	5313	false	Chromosome	25592D-5	ATCC Bacteriology
acb828011a204a51	BAA-3129	published	gold	1		2131382	0.398497782190147	2131382	1	1	0.199203187250996	441.279026941205		3237	7370	24	473512	4259938	2804	true	Complete	BAA-3129	ATCC Bacteriology
acb12158e07e4d44	7073	published	gold	1		2206151	0.401326563775553	2206151	1	1	0.145560407569141	1209.02620491526		4555	15679	26	96324	19852566	406230	true	Complete	7073	ATCC Bacteriology
ac699ae3c7304b00	51873	published	gold	1		4974612	0.482540904662011	4984823	3	3	0.357675111773472	196.39499958173		14424	37379	25	66032	4695980	4854	true	Complete	51873D-5	ATCC Bacteriology
ac57fcef9e3c49fa	51983	published	gold	1		5783196	0.549658898241969	6176456	8	8	0.814318783068783	105.162388715964		6699	25161	25	151965	3368792	5729	true	Complete	51983	ATCC Bacteriology
abe498d633874dd9	BAA-1675	published	gold	2		4892206	0.52147083728717	4895035	2	2	0.111454046639232	189.796649815506	332.407244483441	2841	4667	16	448628	3912401	3817	true	Complete	BAA-1675D-5	ATCC Bacteriology
abd2505b8af64fd1	51124	published	gold	1		3654083	0.621749720504462	6693309	3	3	0	102.716671096571		19534	45261	19	29965	3582454	1300	true	Complete	51124D-5	ATCC Bacteriology
ab7b891a8243433d	BAA-695	published	beta	1		2618377	0.513117282202441	2648262	2	3	0.949367088607595	359.148864593682		6989	17736	24	48067	5523067	10222	false	Chromosome	BAA-695D-5	ATCC Bacteriology
ab6f91cb49cb4747	393	published	gold	1		2940980	0.478649800000808	2969012	2	2	0.36231884057971	227.906366454606		7730	18904	24	156856	3473806	4263	true	Complete	393DX	ATCC Bacteriology
ab6a7113d04b4b2e	BAA-1509	published	gold	1		4653109	0.476806133767473	4749316	2	2	0	177.430607498635		4085	10404	24	154411	4556076	12532	true	Complete	BAA-1509D-5	ATCC Bacteriology
ab51ec57f71f4d3a	BAA-1799	published	beta	1		3984635	0.391983555618194	4172124	4	6	0	232.744470197406		8188	25769	25	132640	4456747	7344	false	Chromosome	BAA-1799	ATCC Bacteriology
ab4f9454837542b6	BAA-2237	published	beta	1		2353754	0.656310117076041	4414823	1	2	0	202.030792141659		2684	5205	24	739840	9167156	84691	false	Chromosome	BAA-2237D-2	ATCC Bacteriology
ab2b18d6ae5c4f2c	BAA-2341	published	gold	1		4882065	0.55108590996016	5029929	4	4	0.791170634920635	571.575175514406		6487	25018	25	119620	20464912	487402	true	Complete	BAA-2341	ATCC Bacteriology
ab1c880f5df8419c	BAA-450	published	gold	1		3452681	0.45715556545534	5719541	3	3	0.600907029478458	442.351161045965		3544	11342	26	839117	17958133	424871	true	Complete	BAA-450	ATCC Bacteriology
ab1804f78a31435d	51813	published	gold	1		4876337	0.508478755440353	5081701	4	4	0.165505226480836	171.626061444373		5868	27143	25	116839	4363739	1470	true	Complete	51813	ATCC Bacteriology
aaf519160df74559	13952	published	gold	1		3953890	0.458523631158176	3953890	1	1	0.132561021296216	534.348846073108		3284	6355	25	433957	15903771	105541	true	Complete	13952	ATCC Bacteriology
aac24ef60e6c48b8	10231	published	processing	1		1653972	0.335785361142797	14770224	0	34		271.377978431748		9137	15358	26	355530	17803827	10264	false	Scaffold	10231D-5	ATCC Mycology
aabd687e9fd74434	49275	published	gold	1		2195926	0.494778512572828	2195926	1	1	0.338600451467269	398.309943049083		5865	22481	25	22141	4506341	5122	true	Complete	49275	ATCC Bacteriology
aa544b2583364458	700720	published	processing	2		4856927	0.522380758090514	4950860	2	2	0.0771604938271605	183.507834372995	153.821993148665	5499	7478	15	134180	3871736	8346	true	Complete	700720D-5	ATCC Bacteriology
aa041b363b2745a4	49766	published	gold	1		1850809	0.38091720971748	1850809	1	1	0.227272727272727	1156.47483559892		4545	13184	27	251381	15494390	119775	true	Complete	49766	ATCC Bacteriology
a9fff283e8b740f8	6922	published	gold	1		2494642	0.600274508326245	2494642	1	1	0.02710027100271	224.674825085122		8644	27391	24	147990	2974055	4890	true	Complete	6922	ATCC Bacteriology
a9b7c2035c8b4b65	BAA-2889	published	gold	1		4055499	0.389351719477009	4154868	3	3	0.628046494188227	711.332722483602		3928	19888	27	210317	21087045	1101350	true	Complete	BAA-2889	ATCC Bacteriology
a98cb7097f334d11	17001	published	beta	1		4879423	0.65154927757391	5262262	0	3	0	488.37502978757		4156	15685	25	300010	19221221	453289	false	Chromosome	17001	ATCC Bacteriology
a9541643199040f0	18803	published	processing	1		1563138	0.592886030578323	18420827	0	13		277.49981802529		9604	21695	24	114725	35861377	61315	false	Scaffold	18803D-5	ATCC Mycology
a9048037a3644860	8368	published	gold	1		4379894	0.68398932964261	4479700	2	2	0.483091787439614	346.976904033752		5700	20744	23	52332	8556529	95489	true	Complete	8368D-5	ATCC Bacteriology
a8d842d23dc14dc9	25411	published	gold	1		5192639	0.627643670203147	5192639	1	1	0.178325462416372	533.595020135265		7403	17844	22	106379	19661555	476786	true	Complete	25411	ATCC Bacteriology
a848491f96244f0b	17744	published	gold	1		2031935	0.390203426782845	2031935	1	1	0	1378.09155017262		9339	23923	27	60109	19968778	153069	true	Complete	17744	ATCC Bacteriology
a82d6ab780404db7	15697	published	gold	2		2832777	0.598634837828745	2832777	1	1	0	107.541275928179	506.599725993257	15395	35789	16	68639	1498835	1962	true	Complete	15697D-5	ATCC Bacteriology
a82c784271a9457c	BAA-3059	published	gold	1		5937112	0.552413339589225	6602842	5	5	0.439637660619803	176.993525487675		7755	21962	24	259456	5792666	2489	true	Complete	BAA-3059	ATCC Bacteriology
a82451599a134b40	BAA-2779	published	processing	2		4805783	0.506015420306246	5276938	8	8	0.0771604938271605	150.556323572496	141.210554681522	9023	27587	16	50689	4336686	765	true	Complete	BAA-2779DX	ATCC Bacteriology
a7dc582c6379469c	33889	published	gold	1		2201576	0.34462312452534	2201576	1	1	1.22448979591837	428.444436167545		11595.5	29254	25	60102	4894927	0	true	Complete	33889D-5	ATCC Bacteriology
a7c44bc4c19741fe	49037	published	beta	2		2164482	0.663154644099665	3953981	3	13	1.49253731343284	182.590187043726	405.714047208473	20011	32085	16	72883	4025859	5825	false	Chromosome	49037D-5	ATCC Bacteriology
a776a479500e4b04	8014	published	beta	3		1662020	0.444985825879592	3170206	3	18	2.16049382716049	174.765221585401		2346	3587	16	150765	2467398	2295	false	Chromosome	8014D-5	ATCC Bacteriology
